#Frequency response,,,,,,,,,,,,
#J column is FBG's FFT value;,,,,,,,,,,,,
#K column is piezo's FFT value;,,,,,,,,,,,,
#L column is FBG's sensitivity obtained by FBG FFT(J column) divided by Piezo FFT(K column) ;,,,,,,,,,,,,
#M coumn is 2 times of L column;,,,,,,,,,,,,
Piezo(V),FBG(pm),,,,,,,,,,,
,,B-1536638,A-0.758,,,,,,,,,
0.722,1536739,101,-0.036,,,,,,,,,
0.729,1536736,98,-0.029,,,,,,,,,
0.758,1536686,48,0,,,,,,,,,
0.789,1536629,-9,0.031,,,,,,,,,
0.797,1536600,-38,0.039,,,,,,,,,
0.775,1536621,-17,0.017,,,,,,,,,
0.74,1536679,41,-0.018,,,,,,,,,
0.718,1536734,96,-0.04,,,,,,,,,
0.726,1536741,103,-0.032,,,,,,,,,
0.757,1536695,57,-0.001,,,,,,,,,
0.788,1536635,-3,0.03,,,,,,,,,
0.795,1536600,-38,0.037,,,,,,,,,
0.779,1536614,-24,0.021,,,,,,,,,
0.746,1536668,30,-0.012,,,,,,,,,
0.723,1536728,90,-0.035,,,,,,,,,
0.723,1536743,105,-0.035,,,,,,,,,
0.748,1536705,67,-0.01,,,,,,,,,
0.783,1536644,6,0.025,,,,,,,,,
0.8,1536602,-36,0.042,,,,,,,,,
0.785,1536607,-31,0.027,,,,,,,,,
0.748,1536657,19,-0.01,,,,,,,,,
0.721,1536723,85,-0.037,,,,,,,,,
0.721,1536749,111,-0.037,,,,,,,,,
0.746,1536714,76,-0.012,,,,,,,,,
0.78,1536651,13,0.022,,,,,,,,,
0.796,1536603,-35,0.038,,,,,,,,,
0.786,1536603,-35,0.028,,,,,,,,,
0.756,1536649,11,-0.002,,,,,,,,,
0.727,1536715,77,-0.031,,,,,,,,,
0.716,1536749,111,-0.042,,,,,,,,,
0.738,1536722,84,-0.02,,,,,,,,,
0.776,1536661,23,0.018,,,,,,,,,
0.799,1536610,-28,0.041,,,,,,,,,
0.791,1536600,-38,0.033,,,,,,,,,
0.757,1536641,3,-0.001,,,,,,,,,
0.726,1536707,69,-0.032,,,,,,,,,
0.719,1536750,112,-0.039,,,,,,,,,
0.74,1536728,90,-0.018,,,,,,,,,
0.77,1536668,30,0.012,,,,,,,,,
0.793,1536613,-25,0.035,,,,,,,,,
0.793,1536598,-40,0.035,,,,,,,,,
0.766,1536632,-6,0.008,,,,,,,,,
0.732,1536699,61,-0.026,,,,,,,,,
0.718,1536746,108,-0.04,,,,,,,,,
0.731,1536734,96,-0.027,,,,,,,,,
0.766,1536678,40,0.008,,,,,,,,,
0.795,1536620,-18,0.037,,,,,,,,,
0.794,1536598,-40,0.036,,,,,,,,,
0.769,1536625,-13,0.011,,,,,,,,,
0.735,1536689,51,-0.023,,,,,,,,,
0.72,1536742,104,-0.038,,,,,,,,,
0.73,1536739,101,-0.028,,,,,,,,,
0.76,1536687,49,0.002,,,,,,,,,
0.79,1536625,-13,0.032,,,,,,,,,
0.797,1536597,-41,0.039,,,,,,,,,
0.778,1536621,-17,0.02,,,,,,,,,
0.741,1536681,43,-0.017,,,,,,,,,
0.718,1536736,98,-0.04,,,,,,,,,
0.723,1536743,105,-0.035,,,,,,,,,
0.757,1536694,56,-0.001,,,,,,,,,
0.79,1536635,-3,0.032,,,,,,,,,
0.796,1536599,-39,0.038,,,,,,,,,
0.778,1536615,-23,0.02,,,,,,,,,
0.744,1536671,33,-0.014,,,,,,,,,
0.723,1536730,92,-0.035,,,,,,,,,
0.723,1536744,106,-0.035,,,,,,,,,
0.749,1536702,64,-0.009,,,,,,,,,
0.782,1536642,4,0.024,,,,,,,,,
0.798,1536601,-37,0.04,,,,,,,,,
0.787,1536610,-28,0.029,,,,,,,,,
0.749,1536661,23,-0.009,,,,,,,,,
0.722,1536723,85,-0.036,,,,,,,,,
0.719,1536747,109,-0.039,,,,,,,,,
0.746,1536711,73,-0.012,,,,,,,,,
0.781,1536649,11,0.023,,,,,,,,,
0.797,1536604,-34,0.039,,,,,,,,,
0.786,1536605,-33,0.028,,,,,,,,,
0.754,1536651,13,-0.004,,,,,,,,,
0.729,1536715,77,-0.029,,,,,,,,,
0.72,1536747,109,-0.038,,,,,,,,,
0.738,1536718,80,-0.02,,,,,,,,,
0.773,1536660,22,0.015,,,,,,,,,
0.796,1536610,-28,0.038,,,,,,,,,
0.793,1536604,-34,0.035,,,,,,,,,
0.759,1536645,7,0.001,,,,,,,,,
0.727,1536708,70,-0.031,,,,,,,,,
0.717,1536745,107,-0.041,,,,,,,,,
0.739,1536725,87,-0.019,,,,,,,,,
0.772,1536666,28,0.014,,,,,,,,,
0.793,1536616,-22,0.035,,,,,,,,,
0.792,1536603,-35,0.034,,,,,,,,,
0.766,1536639,1,0.008,,,,,,,,,
0.736,1536699,61,-0.022,,,,,,,,,
0.717,1536740,102,-0.041,,,,,,,,,
0.73,1536728,90,-0.028,,,,,,,,,
0.765,1536674,36,0.007,,,,,,,,,
0.793,1536622,-16,0.035,,,,,,,,,
0.797,1536604,-34,0.039,,,,,,,,,
0.769,1536632,-6,0.011,,,,,,,,,
0.733,1536692,54,-0.025,,,,,,,,,
0.718,1536737,99,-0.04,,,,,,,,,
0.73,1536733,95,-0.028,,,,,,,,,
0.761,1536680,42,0.003,,,,,,,,,
0.79,1536625,-13,0.032,,,,,,,,,
0.796,1536606,-32,0.038,,,,,,,,,
0.776,1536629,-9,0.018,,,,,,,,,
0.743,1536684,46,-0.015,,,,,,,,,
0.718,1536732,94,-0.04,,,,,,,,,
0.721,1536733,95,-0.037,,,,,,,,,
0.752,1536687,49,-0.006,,,,,,,,,
0.787,1536634,-4,0.029,,,,,,,,,
0.8,1536606,-32,0.042,,,,,,,,,
0.779,1536623,-15,0.021,,,,,,,,,
0.741,1536676,38,-0.017,,,,,,,,,
0.722,1536728,90,-0.036,,,,,,,,,
0.723,1536737,99,-0.035,,,,,,,,,
0.753,1536695,57,-0.005,,,,,,,,,
0.78,1536640,2,0.022,,,,,,,,,
0.797,1536606,-32,0.039,,,,,,,,,
0.785,1536619,-19,0.027,,,,,,,,,
0.75,1536668,30,-0.008,,,,,,,,,
0.724,1536721,83,-0.034,,,,,,,,,
0.717,1536739,101,-0.041,,,,,,,,,
0.746,1536705,67,-0.012,,,,,,,,,
0.78,1536648,10,0.022,,,,,,,,,
0.797,1536609,-29,0.039,,,,,,,,,
0.786,1536613,-25,0.028,,,,,,,,,
0.753,1536658,20,-0.005,,,,,,,,,
0.727,1536714,76,-0.031,,,,,,,,,
0.725,1536741,103,-0.033,,,,,,,,,
0.738,1536711,73,-0.02,,,,,,,,,
0.769,1536656,18,0.011,,,,,,,,,
0.795,1536612,-26,0.037,,,,,,,,,
0.794,1536610,-28,0.036,,,,,,,,,
0.763,1536650,12,0.005,,,,,,,,,
0.728,1536708,70,-0.03,,,,,,,,,
0.719,1536740,102,-0.039,,,,,,,,,
0.737,1536721,83,-0.021,,,,,,,,,
0.773,1536665,27,0.015,,,,,,,,,
0.797,1536617,-21,0.039,,,,,,,,,
0.792,1536605,-33,0.034,,,,,,,,,
0.764,1536639,1,0.006,,,,,,,,,
0.732,1536699,61,-0.026,,,,,,,,,
0.719,1536739,101,-0.039,,,,,,,,,
0.733,1536727,89,-0.025,,,,,,,,,
0.765,1536674,36,0.007,,,,,,,,,
0.793,1536621,-17,0.035,,,,,,,,,
0.798,1536603,-35,0.04,,,,,,,,,
0.77,1536631,-7,0.012,,,,,,,,,
0.734,1536691,53,-0.024,,,,,,,,,
0.716,1536738,100,-0.042,,,,,,,,,
0.729,1536734,96,-0.029,,,,,,,,,
0.763,1536683,45,0.005,,,,,,,,,
0.79,1536628,-10,0.032,,,,,,,,,
0.795,1536602,-36,0.037,,,,,,,,,
0.773,1536624,-14,0.015,,,,,,,,,
0.743,1536683,45,-0.015,,,,,,,,,
0.722,1536733,95,-0.036,,,,,,,,,
0.724,1536737,99,-0.034,,,,,,,,,
0.752,1536691,53,-0.006,,,,,,,,,
0.785,1536636,-2,0.027,,,,,,,,,
0.797,1536604,-34,0.039,,,,,,,,,
0.782,1536619,-19,0.024,,,,,,,,,
0.746,1536674,36,-0.012,,,,,,,,,
0.721,1536728,90,-0.037,,,,,,,,,
0.722,1536740,102,-0.036,,,,,,,,,
0.749,1536699,61,-0.009,,,,,,,,,
0.782,1536642,4,0.024,,,,,,,,,
0.797,1536605,-33,0.039,,,,,,,,,
0.783,1536615,-23,0.025,,,,,,,,,
0.751,1536665,27,-0.007,,,,,,,,,
0.725,1536721,83,-0.033,,,,,,,,,
0.718,1536741,103,-0.04,,,,,,,,,
0.744,1536707,69,-0.014,,,,,,,,,
0.781,1536650,12,0.023,,,,,,,,,
0.799,1536610,-28,0.041,,,,,,,,,
0.788,1536610,-28,0.03,,,,,,,,,
0.752,1536654,16,-0.006,,,,,,,,,
0.726,1536714,76,-0.032,,,,,,,,,
0.72,1536742,104,-0.038,,,,,,,,,
0.742,1536715,77,-0.016,,,,,,,,,
0.774,1536658,20,0.016,,,,,,,,,
0.795,1536611,-27,0.037,,,,,,,,,
0.791,1536606,-32,0.033,,,,,,,,,
0.762,1536647,9,0.004,,,,,,,,,
0.73,1536706,68,-0.028,,,,,,,,,
0.718,1536741,103,-0.04,,,,,,,,,
0.735,1536722,84,-0.023,,,,,,,,,
0.77,1536669,31,0.012,,,,,,,,,
0.795,1536617,-21,0.037,,,,,,,,,
0.793,1536604,-34,0.035,,,,,,,,,
0.764,1536639,1,0.006,,,,,,,,,
0.732,1536699,61,-0.026,,,,,,,,,
0.718,1536739,101,-0.04,,,,,,,,,
0.733,1536728,90,-0.025,,,,,,,,,
0.766,1536674,36,0.008,,,,,,,,,
0.792,1536623,-15,0.034,,,,,,,,,
0.797,1536604,-34,0.039,,,,,,,,,
0.772,1536631,-7,0.014,,,,,,,,,
0.737,1536691,53,-0.021,,,,,,,,,
0.717,1536736,98,-0.041,,,,,,,,,
0.726,1536732,94,-0.032,,,,,,,,,
0.761,1536684,46,0.003,,,,,,,,,
0.791,1536629,-9,0.033,,,,,,,,,
0.796,1536602,-36,0.038,,,,,,,,,
0.773,1536624,-14,0.015,,,,,,,,,
0.741,1536681,43,-0.017,,,,,,,,,
0.721,1536735,97,-0.037,,,,,,,,,
0.726,1536738,100,-0.032,,,,,,,,,
0.753,1536691,53,-0.005,,,,,,,,,
0.787,1536634,-4,0.029,,,,,,,,,
0.799,1536603,-35,0.041,,,,,,,,,
0.782,1536620,-18,0.024,,,,,,,,,
0.746,1536673,35,-0.012,,,,,,,,,
0.717,1536728,90,-0.041,,,,,,,,,
0.721,1536741,103,-0.037,,,,,,,,,
0.75,1536699,61,-0.008,,,,,,,,,
0.787,1536643,5,0.029,,,,,,,,,
0.797,1536605,-33,0.039,,,,,,,,,
0.782,1536613,-25,0.024,,,,,,,,,
0.749,1536663,25,-0.009,,,,,,,,,
0.725,1536721,83,-0.033,,,,,,,,,
0.72,1536742,104,-0.038,,,,,,,,,
0.744,1536710,72,-0.014,,,,,,,,,
0.78,1536651,13,0.022,,,,,,,,,
0.799,1536608,-30,0.041,,,,,,,,,
0.79,1536608,-30,0.032,,,,,,,,,
0.754,1536652,14,-0.004,,,,,,,,,
0.725,1536713,75,-0.033,,,,,,,,,
0.718,1536744,106,-0.04,,,,,,,,,
0.741,1536717,79,-0.017,,,,,,,,,
0.775,1536660,22,0.017,,,,,,,,,
0.796,1536610,-28,0.038,,,,,,,,,
0.789,1536606,-32,0.031,,,,,,,,,
0.762,1536646,8,0.004,,,,,,,,,
0.731,1536706,68,-0.027,,,,,,,,,
0.723,1536742,104,-0.035,,,,,,,,,
0.734,1536721,83,-0.024,,,,,,,,,
0.768,1536666,28,0.01,,,,,,,,,
0.793,1536617,-21,0.035,,,,,,,,,
0.796,1536604,-34,0.038,,,,,,,,,
0.766,1536638,0,0.008,,,,,,,,,
0.73,1536699,61,-0.028,,,,,,,,,
0.718,1536739,101,-0.04,,,,,,,,,
0.734,1536728,90,-0.024,,,,,,,,,
0.767,1536674,36,0.009,,,,,,,,,
0.789,1536624,-14,0.031,,,,,,,,,
0.793,1536603,-35,0.035,,,,,,,,,
0.769,1536632,-6,0.011,,,,,,,,,
0.736,1536691,53,-0.022,,,,,,,,,
0.72,1536736,98,-0.038,,,,,,,,,
0.726,1536732,94,-0.032,,,,,,,,,
0.759,1536682,44,0.001,,,,,,,,,
0.79,1536629,-9,0.032,,,,,,,,,
0.797,1536603,-35,0.039,,,,,,,,,
0.776,1536624,-14,0.018,,,,,,,,,
0.74,1536682,44,-0.018,,,,,,,,,
0.719,1536733,95,-0.039,,,,,,,,,
0.724,1536737,99,-0.034,,,,,,,,,
0.754,1536691,53,-0.004,,,,,,,,,
0.786,1536634,-4,0.028,,,,,,,,,
0.798,1536605,-33,0.04,,,,,,,,,
0.781,1536621,-17,0.023,,,,,,,,,
0.744,1536674,36,-0.014,,,,,,,,,
0.721,1536728,90,-0.037,,,,,,,,,
0.721,1536739,101,-0.037,,,,,,,,,
0.749,1536698,60,-0.009,,,,,,,,,
0.783,1536641,3,0.025,,,,,,,,,
0.799,1536606,-32,0.041,,,,,,,,,
0.783,1536615,-23,0.025,,,,,,,,,
0.748,1536665,27,-0.01,,,,,,,,,
0.725,1536722,84,-0.033,,,,,,,,,
0.719,1536741,103,-0.039,,,,,,,,,
0.746,1536706,68,-0.012,,,,,,,,,
0.779,1536650,12,0.021,,,,,,,,,
0.797,1536606,-32,0.039,,,,,,,,,
0.788,1536609,-29,0.03,,,,,,,,,
0.754,1536655,17,-0.004,,,,,,,,,
0.728,1536714,76,-0.03,,,,,,,,,
0.722,1536742,104,-0.036,,,,,,,,,
0.739,1536716,78,-0.019,,,,,,,,,
0.772,1536658,20,0.014,,,,,,,,,
0.798,1536611,-27,0.04,,,,,,,,,
0.792,1536604,-34,0.034,,,,,,,,,
0.762,1536643,5,0.004,,,,,,,,,
0.728,1536706,68,-0.03,,,,,,,,,
0.716,1536743,105,-0.042,,,,,,,,,
0.734,1536725,87,-0.024,,,,,,,,,
0.77,1536669,31,0.012,,,,,,,,,
0.795,1536614,-24,0.037,,,,,,,,,
0.795,1536599,-39,0.037,,,,,,,,,
0.767,1536632,-6,0.009,,,,,,,,,
0.732,1536696,58,-0.026,,,,,,,,,
0.714,1536742,104,-0.044,,,,,,,,,
0.729,1536733,95,-0.029,,,,,,,,,
0.766,1536678,40,0.008,,,,,,,,,
0.795,1536623,-15,0.037,,,,,,,,,
0.795,1536600,-38,0.037,,,,,,,,,
0.77,1536626,-12,0.012,,,,,,,,,
0.736,1536688,50,-0.022,,,,,,,,,
0.721,1536738,100,-0.037,,,,,,,,,
0.729,1536736,98,-0.029,,,,,,,,,
0.759,1536686,48,0.001,,,,,,,,,
0.789,1536629,-9,0.031,,,,,,,,,
0.798,1536601,-37,0.04,,,,,,,,,
0.775,1536621,-17,0.017,,,,,,,,,
0.741,1536680,42,-0.017,,,,,,,,,
0.718,1536734,96,-0.04,,,,,,,,,
0.723,1536741,103,-0.035,,,,,,,,,
0.755,1536695,57,-0.003,,,,,,,,,
0.786,1536636,-2,0.028,,,,,,,,,
0.796,1536602,-36,0.038,,,,,,,,,
0.781,1536615,-23,0.023,,,,,,,,,
0.746,1536669,31,-0.012,,,,,,,,,
0.725,1536728,90,-0.033,,,,,,,,,
0.722,1536743,105,-0.036,,,,,,,,,
0.748,1536704,66,-0.01,,,,,,,,,
0.783,1536644,6,0.025,,,,,,,,,
0.797,1536604,-34,0.039,,,,,,,,,
0.786,1536611,-27,0.028,,,,,,,,,
0.75,1536661,23,-0.008,,,,,,,,,
0.724,1536721,83,-0.034,,,,,,,,,
0.722,1536743,105,-0.036,,,,,,,,,
0.744,1536710,72,-0.014,,,,,,,,,
0.777,1536650,12,0.019,,,,,,,,,
0.796,1536609,-29,0.038,,,,,,,,,
0.788,1536610,-28,0.03,,,,,,,,,
0.756,1536654,16,-0.002,,,,,,,,,
0.728,1536713,75,-0.03,,,,,,,,,
0.716,1536741,103,-0.042,,,,,,,,,
0.738,1536713,75,-0.02,,,,,,,,,
0.773,1536658,20,0.015,,,,,,,,,
0.798,1536613,-25,0.04,,,,,,,,,
0.792,1536610,-28,0.034,,,,,,,,,
0.76,1536648,10,0.002,,,,,,,,,
0.728,1536706,68,-0.03,,,,,,,,,
0.717,1536741,103,-0.041,,,,,,,,,
0.735,1536721,83,-0.023,,,,,,,,,
0.772,1536665,27,0.014,,,,,,,,,
0.795,1536617,-21,0.037,,,,,,,,,
0.792,1536608,-30,0.034,,,,,,,,,
0.765,1536641,3,0.007,,,,,,,,,
0.735,1536698,60,-0.023,,,,,,,,,
0.72,1536737,99,-0.038,,,,,,,,,
0.732,1536725,87,-0.026,,,,,,,,,
0.761,1536673,35,0.003,,,,,,,,,
0.795,1536622,-16,0.037,,,,,,,,,
0.797,1536604,-34,0.039,,,,,,,,,
0.768,1536631,-7,0.01,,,,,,,,,
0.735,1536690,52,-0.023,,,,,,,,,
0.717,1536737,99,-0.041,,,,,,,,,
0.726,1536732,94,-0.032,,,,,,,,,
0.757,1536684,46,-0.001,,,,,,,,,
0.789,1536628,-10,0.031,,,,,,,,,
0.797,1536600,-38,0.039,,,,,,,,,
0.779,1536622,-16,0.021,,,,,,,,,
0.743,1536680,42,-0.015,,,,,,,,,
0.72,1536733,95,-0.038,,,,,,,,,
0.723,1536739,101,-0.035,,,,,,,,,
0.753,1536694,56,-0.005,,,,,,,,,
0.787,1536635,-3,0.029,,,,,,,,,
0.798,1536602,-36,0.04,,,,,,,,,
0.781,1536615,-23,0.023,,,,,,,,,
0.744,1536669,31,-0.014,,,,,,,,,
0.722,1536728,90,-0.036,,,,,,,,,
0.722,1536743,105,-0.036,,,,,,,,,
0.75,1536704,66,-0.008,,,,,,,,,
0.781,1536644,6,0.023,,,,,,,,,
0.798,1536603,-35,0.04,,,,,,,,,
0.785,1536611,-27,0.027,,,,,,,,,
0.752,1536660,22,-0.006,,,,,,,,,
0.726,1536720,82,-0.032,,,,,,,,,
0.718,1536743,105,-0.04,,,,,,,,,
0.745,1536713,75,-0.013,,,,,,,,,
0.778,1536653,15,0.02,,,,,,,,,
0.794,1536607,-31,0.036,,,,,,,,,
0.787,1536606,-32,0.029,,,,,,,,,
0.755,1536650,12,-0.003,,,,,,,,,
0.729,1536711,73,-0.029,,,,,,,,,
0.722,1536743,105,-0.036,,,,,,,,,
0.737,1536717,79,-0.021,,,,,,,,,
0.77,1536661,23,0.012,,,,,,,,,
0.793,1536612,-26,0.035,,,,,,,,,
0.795,1536604,-34,0.037,,,,,,,,,
0.763,1536643,5,0.005,,,,,,,,,
0.73,1536702,64,-0.028,,,,,,,,,
0.711,1536743,105,-0.047,,,,,,,,,
0.734,1536725,87,-0.024,,,,,,,,,
0.772,1536670,32,0.014,,,,,,,,,
0.797,1536617,-21,0.039,,,,,,,,,
0.793,1536601,-37,0.035,,,,,,,,,
0.764,1536633,-5,0.006,,,,,,,,,
0.733,1536693,55,-0.025,,,,,,,,,
0.72,1536741,103,-0.038,,,,,,,,,
0.729,1536732,94,-0.029,,,,,,,,,
0.763,1536679,41,0.005,,,,,,,,,
0.792,1536624,-14,0.034,,,,,,,,,
0.798,1536600,-38,0.04,,,,,,,,,
0.771,1536626,-12,0.013,,,,,,,,,
0.736,1536685,47,-0.022,,,,,,,,,
0.718,1536736,98,-0.04,,,,,,,,,
0.729,1536736,98,-0.029,,,,,,,,,
0.76,1536687,49,0.002,,,,,,,,,
0.784,1536630,-8,0.026,,,,,,,,,
0.794,1536601,-37,0.036,,,,,,,,,
0.776,1536620,-18,0.018,,,,,,,,,
0.743,1536677,39,-0.015,,,,,,,,,
0.721,1536732,94,-0.037,,,,,,,,,
0.723,1536739,101,-0.035,,,,,,,,,
0.751,1536696,58,-0.007,,,,,,,,,
0.786,1536638,0,0.028,,,,,,,,,
0.798,1536602,-36,0.04,,,,,,,,,
0.783,1536613,-25,0.025,,,,,,,,,
0.744,1536668,30,-0.014,,,,,,,,,
0.72,1536727,89,-0.038,,,,,,,,,
0.722,1536744,106,-0.036,,,,,,,,,
0.749,1536706,68,-0.009,,,,,,,,,
0.78,1536644,6,0.022,,,,,,,,,
0.798,1536603,-35,0.04,,,,,,,,,
0.785,1536608,-30,0.027,,,,,,,,,
0.751,1536658,20,-0.007,,,,,,,,,
0.725,1536718,80,-0.033,,,,,,,,,
0.719,1536743,105,-0.039,,,,,,,,,
0.743,1536714,76,-0.015,,,,,,,,,
0.778,1536654,16,0.02,,,,,,,,,
0.798,1536608,-30,0.04,,,,,,,,,
0.788,1536606,-32,0.03,,,,,,,,,
0.755,1536650,12,-0.003,,,,,,,,,
0.725,1536711,73,-0.033,,,,,,,,,
0.72,1536743,105,-0.038,,,,,,,,,
0.74,1536718,80,-0.018,,,,,,,,,
0.775,1536662,24,0.017,,,,,,,,,
0.794,1536613,-25,0.036,,,,,,,,,
0.792,1536603,-35,0.034,,,,,,,,,
0.763,1536641,3,0.005,,,,,,,,,
0.731,1536701,63,-0.027,,,,,,,,,
0.713,1536739,101,-0.045,,,,,,,,,
0.73,1536725,87,-0.028,,,,,,,,,
0.768,1536672,34,0.01,,,,,,,,,
0.797,1536618,-20,0.039,,,,,,,,,
0.794,1536602,-36,0.036,,,,,,,,,
0.765,1536633,-5,0.007,,,,,,,,,
0.733,1536695,57,-0.025,,,,,,,,,
0.718,1536739,101,-0.04,,,,,,,,,
0.731,1536729,91,-0.027,,,,,,,,,
0.764,1536676,38,0.006,,,,,,,,,
0.791,1536624,-14,0.033,,,,,,,,,
0.795,1536602,-36,0.037,,,,,,,,,
0.772,1536628,-10,0.014,,,,,,,,,
0.738,1536686,48,-0.02,,,,,,,,,
0.718,1536735,97,-0.04,,,,,,,,,
0.726,1536734,96,-0.032,,,,,,,,,
0.759,1536685,47,0.001,,,,,,,,,
0.787,1536631,-7,0.029,,,,,,,,,
0.795,1536603,-35,0.037,,,,,,,,,
0.775,1536623,-15,0.017,,,,,,,,,
0.743,1536679,41,-0.015,,,,,,,,,
0.722,1536732,94,-0.036,,,,,,,,,
0.725,1536737,99,-0.033,,,,,,,,,
0.75,1536693,55,-0.008,,,,,,,,,
0.785,1536637,-1,0.027,,,,,,,,,
0.799,1536603,-35,0.041,,,,,,,,,
0.783,1536617,-21,0.025,,,,,,,,,
0.746,1536669,31,-0.012,,,,,,,,,
0.72,1536725,87,-0.038,,,,,,,,,
0.72,1536740,102,-0.038,,,,,,,,,
0.751,1536702,64,-0.007,,,,,,,,,
0.782,1536646,8,0.024,,,,,,,,,
0.796,1536606,-32,0.038,,,,,,,,,
0.783,1536611,-27,0.025,,,,,,,,,
0.751,1536661,23,-0.007,,,,,,,,,
0.728,1536718,80,-0.03,,,,,,,,,
0.722,1536743,105,-0.036,,,,,,,,,
0.742,1536710,72,-0.016,,,,,,,,,
0.776,1536652,14,0.018,,,,,,,,,
0.797,1536609,-29,0.039,,,,,,,,,
0.79,1536607,-31,0.032,,,,,,,,,
0.757,1536652,14,-0.001,,,,,,,,,
0.726,1536712,74,-0.032,,,,,,,,,
0.717,1536741,103,-0.041,,,,,,,,,
0.741,1536715,77,-0.017,,,,,,,,,
0.775,1536660,22,0.017,,,,,,,,,
0.793,1536613,-25,0.035,,,,,,,,,
0.79,1536607,-31,0.032,,,,,,,,,
0.764,1536647,9,0.006,,,,,,,,,
0.733,1536705,67,-0.025,,,,,,,,,
0.717,1536740,102,-0.041,,,,,,,,,
0.73,1536720,82,-0.028,,,,,,,,,
0.766,1536667,29,0.008,,,,,,,,,
0.796,1536618,-20,0.038,,,,,,,,,
0.797,1536604,-34,0.039,,,,,,,,,
0.767,1536637,-1,0.009,,,,,,,,,
0.731,1536696,58,-0.027,,,,,,,,,
0.718,1536739,101,-0.04,,,,,,,,,
0.731,1536728,90,-0.027,,,,,,,,,
0.765,1536676,38,0.007,,,,,,,,,
0.789,1536622,-16,0.031,,,,,,,,,
0.795,1536601,-37,0.037,,,,,,,,,
0.771,1536628,-10,0.013,,,,,,,,,
0.741,1536688,50,-0.017,,,,,,,,,
0.719,1536737,99,-0.039,,,,,,,,,
0.723,1536735,97,-0.035,,,,,,,,,
0.757,1536687,49,-0.001,,,,,,,,,
0.789,1536631,-7,0.031,,,,,,,,,
0.8,1536601,-37,0.042,,,,,,,,,
0.776,1536619,-19,0.018,,,,,,,,,
0.741,1536679,41,-0.017,,,,,,,,,
0.721,1536732,94,-0.037,,,,,,,,,
0.726,1536740,102,-0.032,,,,,,,,,
0.754,1536692,54,-0.004,,,,,,,,,
0.785,1536635,-3,0.027,,,,,,,,,
0.798,1536602,-36,0.04,,,,,,,,,
0.783,1536617,-21,0.025,,,,,,,,,
0.748,1536671,33,-0.01,,,,,,,,,
0.72,1536726,88,-0.038,,,,,,,,,
0.719,1536741,103,-0.039,,,,,,,,,
0.748,1536702,64,-0.01,,,,,,,,,
0.784,1536644,6,0.026,,,,,,,,,
0.799,1536606,-32,0.041,,,,,,,,,
0.783,1536612,-26,0.025,,,,,,,,,
0.75,1536661,23,-0.008,,,,,,,,,
0.726,1536720,82,-0.032,,,,,,,,,
0.722,1536741,103,-0.036,,,,,,,,,
0.744,1536709,71,-0.014,,,,,,,,,
0.776,1536651,13,0.018,,,,,,,,,
0.796,1536608,-30,0.038,,,,,,,,,
0.792,1536606,-32,0.034,,,,,,,,,
0.758,1536650,12,0,,,,,,,,,
0.725,1536712,74,-0.033,,,,,,,,,
0.718,1536743,105,-0.04,,,,,,,,,
0.738,1536719,81,-0.02,,,,,,,,,
0.775,1536661,23,0.017,,,,,,,,,
0.792,1536613,-25,0.034,,,,,,,,,
0.791,1536603,-35,0.033,,,,,,,,,
0.762,1536641,3,0.004,,,,,,,,,
0.733,1536703,65,-0.025,,,,,,,,,
0.722,1536742,104,-0.036,,,,,,,,,
0.735,1536725,87,-0.023,,,,,,,,,
0.766,1536670,32,0.008,,,,,,,,,
0.793,1536617,-21,0.035,,,,,,,,,
0.797,1536600,-38,0.039,,,,,,,,,
0.768,1536632,-6,0.01,,,,,,,,,
0.73,1536695,57,-0.028,,,,,,,,,
0.714,1536741,103,-0.044,,,,,,,,,
0.729,1536732,94,-0.029,,,,,,,,,
0.766,1536680,42,0.008,,,,,,,,,
0.791,1536624,-14,0.033,,,,,,,,,
0.794,1536601,-37,0.036,,,,,,,,,
0.771,1536627,-11,0.013,,,,,,,,,
0.739,1536687,49,-0.019,,,,,,,,,
0.721,1536736,98,-0.037,,,,,,,,,
0.726,1536735,97,-0.032,,,,,,,,,
0.757,1536686,48,-0.001,,,,,,,,,
0.79,1536630,-8,0.032,,,,,,,,,
0.798,1536601,-37,0.04,,,,,,,,,
0.776,1536620,-18,0.018,,,,,,,,,
0.74,1536678,40,-0.018,,,,,,,,,
0.718,1536732,94,-0.04,,,,,,,,,
0.725,1536739,101,-0.033,,,,,,,,,
0.755,1536695,57,-0.003,,,,,,,,,
0.785,1536638,0,0.027,,,,,,,,,
0.797,1536603,-35,0.039,,,,,,,,,
0.781,1536615,-23,0.023,,,,,,,,,
0.75,1536669,31,-0.008,,,,,,,,,
0.724,1536725,87,-0.034,,,,,,,,,
0.719,1536741,103,-0.039,,,,,,,,,
0.746,1536702,64,-0.012,,,,,,,,,
0.781,1536645,7,0.023,,,,,,,,,
0.801,1536604,-34,0.043,,,,,,,,,
0.785,1536610,-28,0.027,,,,,,,,,
0.748,1536659,21,-0.01,,,,,,,,,
0.723,1536720,82,-0.035,,,,,,,,,
0.721,1536745,107,-0.037,,,,,,,,,
0.746,1536712,74,-0.012,,,,,,,,,
0.775,1536652,14,0.017,,,,,,,,,
0.795,1536608,-30,0.037,,,,,,,,,
0.79,1536606,-32,0.032,,,,,,,,,
0.761,1536650,12,0.003,,,,,,,,,
