#Frequency response,,,,,,,,,,,,
#J column is FBG's FFT value;,,,,,,,,,,,,
#K column is piezo's FFT value;,,,,,,,,,,,,
#L column is FBG's sensitivity obtained by FBG FFT(J column) divided by Piezo FFT(K column) ;,,,,,,,,,,,,
#M coumn is 2 times of L column;,,,,,,,,,,,,
Piezo(V),FBG(pm),,,,,,,,,,,
,,B-1536638,A-0.758,,,,,,,,,
0.668,1536712,74,-0.09,,,,,,,,,
0.7,1536704,66,-0.058,,,,,,,,,
0.746,1536680,42,-0.012,,,,,,,,,
0.797,1536646,8,0.039,,,,,,,,,
0.836,1536611,-27,0.078,,,,,,,,,
0.857,1536585,-53,0.099,,,,,,,,,
0.851,1536572,-66,0.093,,,,,,,,,
0.824,1536572,-66,0.066,,,,,,,,,
0.782,1536588,-50,0.024,,,,,,,,,
0.732,1536617,-21,-0.026,,,,,,,,,
0.688,1536652,14,-0.07,,,,,,,,,
0.661,1536686,48,-0.097,,,,,,,,,
0.661,1536709,71,-0.097,,,,,,,,,
0.684,1536711,73,-0.074,,,,,,,,,
0.723,1536694,56,-0.035,,,,,,,,,
0.77,1536663,25,0.012,,,,,,,,,
0.816,1536629,-9,0.058,,,,,,,,,
0.851,1536598,-40,0.093,,,,,,,,,
0.859,1536576,-62,0.101,,,,,,,,,
0.841,1536569,-69,0.083,,,,,,,,,
0.803,1536579,-59,0.045,,,,,,,,,
0.756,1536602,-36,-0.002,,,,,,,,,
0.71,1536635,-3,-0.048,,,,,,,,,
0.675,1536670,32,-0.083,,,,,,,,,
0.656,1536699,61,-0.102,,,,,,,,,
0.667,1536713,75,-0.091,,,,,,,,,
0.701,1536705,67,-0.057,,,,,,,,,
0.749,1536680,42,-0.009,,,,,,,,,
0.796,1536646,8,0.038,,,,,,,,,
0.834,1536611,-27,0.076,,,,,,,,,
0.855,1536585,-53,0.097,,,,,,,,,
0.854,1536571,-67,0.096,,,,,,,,,
0.827,1536572,-66,0.069,,,,,,,,,
0.78,1536588,-50,0.022,,,,,,,,,
0.73,1536617,-21,-0.028,,,,,,,,,
0.689,1536653,15,-0.069,,,,,,,,,
0.665,1536685,47,-0.093,,,,,,,,,
0.661,1536707,69,-0.097,,,,,,,,,
0.68,1536711,73,-0.078,,,,,,,,,
0.721,1536695,57,-0.037,,,,,,,,,
0.773,1536663,25,0.015,,,,,,,,,
0.819,1536628,-10,0.061,,,,,,,,,
0.848,1536597,-41,0.09,,,,,,,,,
0.856,1536576,-62,0.098,,,,,,,,,
0.84,1536569,-69,0.082,,,,,,,,,
0.806,1536578,-60,0.048,,,,,,,,,
0.758,1536601,-37,0,,,,,,,,,
0.708,1536634,-4,-0.05,,,,,,,,,
0.671,1536669,31,-0.087,,,,,,,,,
0.658,1536699,61,-0.1,,,,,,,,,
0.67,1536713,75,-0.088,,,,,,,,,
0.701,1536705,67,-0.057,,,,,,,,,
0.745,1536680,42,-0.013,,,,,,,,,
0.794,1536646,8,0.036,,,,,,,,,
0.837,1536612,-26,0.079,,,,,,,,,
0.858,1536585,-53,0.1,,,,,,,,,
0.852,1536571,-67,0.094,,,,,,,,,
0.823,1536573,-65,0.065,,,,,,,,,
0.781,1536588,-50,0.023,,,,,,,,,
0.733,1536617,-21,-0.025,,,,,,,,,
0.69,1536652,14,-0.068,,,,,,,,,
0.661,1536686,48,-0.097,,,,,,,,,
0.658,1536707,69,-0.1,,,,,,,,,
0.682,1536711,73,-0.076,,,,,,,,,
0.724,1536694,56,-0.034,,,,,,,,,
0.772,1536664,26,0.014,,,,,,,,,
0.815,1536628,-10,0.057,,,,,,,,,
0.849,1536597,-41,0.091,,,,,,,,,
0.859,1536576,-62,0.101,,,,,,,,,
0.844,1536569,-69,0.086,,,,,,,,,
0.804,1536579,-59,0.046,,,,,,,,,
0.755,1536602,-36,-0.003,,,,,,,,,
0.71,1536634,-4,-0.048,,,,,,,,,
0.675,1536669,31,-0.083,,,,,,,,,
0.659,1536699,61,-0.099,,,,,,,,,
0.666,1536712,74,-0.092,,,,,,,,,
0.698,1536705,67,-0.06,,,,,,,,,
0.748,1536680,42,-0.01,,,,,,,,,
0.797,1536646,8,0.039,,,,,,,,,
0.835,1536612,-26,0.077,,,,,,,,,
0.855,1536586,-52,0.097,,,,,,,,,
0.852,1536571,-67,0.094,,,,,,,,,
0.827,1536572,-66,0.069,,,,,,,,,
0.783,1536588,-50,0.025,,,,,,,,,
0.731,1536617,-21,-0.027,,,,,,,,,
0.687,1536653,15,-0.071,,,,,,,,,
0.663,1536685,47,-0.095,,,,,,,,,
0.662,1536708,70,-0.096,,,,,,,,,
0.682,1536711,73,-0.076,,,,,,,,,
0.721,1536694,56,-0.037,,,,,,,,,
0.771,1536663,25,0.013,,,,,,,,,
0.819,1536628,-10,0.061,,,,,,,,,
0.85,1536597,-41,0.092,,,,,,,,,
0.856,1536576,-62,0.098,,,,,,,,,
0.838,1536569,-69,0.08,,,,,,,,,
0.805,1536580,-58,0.047,,,,,,,,,
0.758,1536602,-36,0,,,,,,,,,
0.71,1536634,-4,-0.048,,,,,,,,,
0.671,1536670,32,-0.087,,,,,,,,,
0.656,1536698,60,-0.102,,,,,,,,,
0.668,1536713,75,-0.09,,,,,,,,,
0.702,1536704,66,-0.056,,,,,,,,,
0.746,1536680,42,-0.012,,,,,,,,,
0.793,1536647,9,0.035,,,,,,,,,
0.835,1536612,-26,0.077,,,,,,,,,
0.858,1536584,-54,0.1,,,,,,,,,
0.855,1536571,-67,0.097,,,,,,,,,
0.824,1536572,-66,0.066,,,,,,,,,
0.779,1536590,-48,0.021,,,,,,,,,
0.733,1536617,-21,-0.025,,,,,,,,,
0.691,1536652,14,-0.067,,,,,,,,,
0.664,1536684,46,-0.094,,,,,,,,,
0.657,1536709,71,-0.101,,,,,,,,,
0.68,1536712,74,-0.078,,,,,,,,,
0.724,1536694,56,-0.034,,,,,,,,,
0.774,1536663,25,0.016,,,,,,,,,
0.817,1536629,-9,0.059,,,,,,,,,
0.846,1536598,-40,0.088,,,,,,,,,
0.858,1536576,-62,0.1,,,,,,,,,
0.844,1536569,-69,0.086,,,,,,,,,
0.808,1536578,-60,0.05,,,,,,,,,
0.755,1536602,-36,-0.003,,,,,,,,,
0.708,1536634,-4,-0.05,,,,,,,,,
0.674,1536669,31,-0.084,,,,,,,,,
0.661,1536698,60,-0.097,,,,,,,,,
0.668,1536711,73,-0.09,,,,,,,,,
0.697,1536705,67,-0.061,,,,,,,,,
0.745,1536680,42,-0.013,,,,,,,,,
0.797,1536645,7,0.039,,,,,,,,,
0.838,1536612,-26,0.08,,,,,,,,,
0.856,1536585,-53,0.098,,,,,,,,,
0.851,1536572,-66,0.093,,,,,,,,,
0.825,1536572,-66,0.067,,,,,,,,,
0.784,1536587,-51,0.026,,,,,,,,,
0.734,1536617,-21,-0.024,,,,,,,,,
0.687,1536651,13,-0.071,,,,,,,,,
0.661,1536685,47,-0.097,,,,,,,,,
0.661,1536707,69,-0.097,,,,,,,,,
0.684,1536710,72,-0.074,,,,,,,,,
0.721,1536695,57,-0.037,,,,,,,,,
0.769,1536662,24,0.011,,,,,,,,,
0.816,1536628,-10,0.058,,,,,,,,,
0.851,1536597,-41,0.093,,,,,,,,,
0.86,1536576,-62,0.102,,,,,,,,,
0.84,1536570,-68,0.082,,,,,,,,,
0.803,1536579,-59,0.045,,,,,,,,,
0.758,1536602,-36,0,,,,,,,,,
0.712,1536634,-4,-0.046,,,,,,,,,
0.674,1536670,32,-0.084,,,,,,,,,
0.656,1536699,61,-0.102,,,,,,,,,
0.666,1536713,75,-0.092,,,,,,,,,
0.701,1536704,66,-0.057,,,,,,,,,
0.748,1536680,42,-0.01,,,,,,,,,
0.793,1536647,9,0.035,,,,,,,,,
0.833,1536612,-26,0.075,,,,,,,,,
0.856,1536585,-53,0.098,,,,,,,,,
0.855,1536571,-67,0.097,,,,,,,,,
0.827,1536572,-66,0.069,,,,,,,,,
0.78,1536589,-49,0.022,,,,,,,,,
0.732,1536618,-20,-0.026,,,,,,,,,
0.691,1536653,15,-0.067,,,,,,,,,
0.666,1536687,49,-0.092,,,,,,,,,
0.66,1536708,70,-0.098,,,,,,,,,
0.679,1536710,72,-0.079,,,,,,,,,
0.721,1536694,56,-0.037,,,,,,,,,
0.772,1536663,25,0.014,,,,,,,,,
0.818,1536628,-10,0.06,,,,,,,,,
0.846,1536597,-41,0.088,,,,,,,,,
0.856,1536576,-62,0.098,,,,,,,,,
0.842,1536570,-68,0.084,,,,,,,,,
0.808,1536578,-60,0.05,,,,,,,,,
0.758,1536602,-36,0,,,,,,,,,
0.708,1536635,-3,-0.05,,,,,,,,,
0.673,1536669,31,-0.085,,,,,,,,,
0.66,1536699,61,-0.098,,,,,,,,,
0.67,1536713,75,-0.088,,,,,,,,,
0.7,1536704,66,-0.058,,,,,,,,,
0.745,1536680,42,-0.013,,,,,,,,,
0.795,1536646,8,0.037,,,,,,,,,
0.838,1536610,-28,0.08,,,,,,,,,
0.858,1536585,-53,0.1,,,,,,,,,
0.851,1536571,-67,0.093,,,,,,,,,
0.823,1536572,-66,0.065,,,,,,,,,
0.782,1536588,-50,0.024,,,,,,,,,
0.735,1536617,-21,-0.023,,,,,,,,,
0.689,1536652,14,-0.069,,,,,,,,,
0.66,1536685,47,-0.098,,,,,,,,,
0.657,1536707,69,-0.101,,,,,,,,,
0.683,1536710,72,-0.075,,,,,,,,,
0.724,1536694,56,-0.034,,,,,,,,,
0.77,1536664,26,0.012,,,,,,,,,
0.815,1536629,-9,0.057,,,,,,,,,
0.849,1536598,-40,0.091,,,,,,,,,
0.862,1536576,-62,0.104,,,,,,,,,
0.844,1536569,-69,0.086,,,,,,,,,
0.804,1536579,-59,0.046,,,,,,,,,
0.755,1536601,-37,-0.003,,,,,,,,,
0.71,1536634,-4,-0.048,,,,,,,,,
0.677,1536670,32,-0.081,,,,,,,,,
0.658,1536699,61,-0.1,,,,,,,,,
0.665,1536712,74,-0.093,,,,,,,,,
0.698,1536705,67,-0.06,,,,,,,,,
0.747,1536679,41,-0.011,,,,,,,,,
0.795,1536646,8,0.037,,,,,,,,,
0.833,1536612,-26,0.075,,,,,,,,,
0.854,1536586,-52,0.096,,,,,,,,,
0.853,1536572,-66,0.095,,,,,,,,,
0.828,1536572,-66,0.07,,,,,,,,,
0.784,1536588,-50,0.026,,,,,,,,,
0.732,1536617,-21,-0.026,,,,,,,,,
0.689,1536652,14,-0.069,,,,,,,,,
0.664,1536685,47,-0.094,,,,,,,,,
0.662,1536708,70,-0.096,,,,,,,,,
0.68,1536710,72,-0.078,,,,,,,,,
0.72,1536695,57,-0.038,,,,,,,,,
0.77,1536663,25,0.012,,,,,,,,,
0.819,1536628,-10,0.061,,,,,,,,,
0.849,1536597,-41,0.091,,,,,,,,,
0.855,1536577,-61,0.097,,,,,,,,,
0.84,1536570,-68,0.082,,,,,,,,,
0.807,1536579,-59,0.049,,,,,,,,,
0.76,1536602,-36,0.002,,,,,,,,,
0.71,1536635,-3,-0.048,,,,,,,,,
0.672,1536670,32,-0.086,,,,,,,,,
0.658,1536698,60,-0.1,,,,,,,,,
0.67,1536712,74,-0.088,,,,,,,,,
0.701,1536705,67,-0.057,,,,,,,,,
0.744,1536680,42,-0.014,,,,,,,,,
0.793,1536646,8,0.035,,,,,,,,,
0.835,1536612,-26,0.077,,,,,,,,,
0.858,1536585,-53,0.1,,,,,,,,,
0.853,1536571,-67,0.095,,,,,,,,,
0.823,1536572,-66,0.065,,,,,,,,,
0.781,1536589,-49,0.023,,,,,,,,,
0.735,1536617,-21,-0.023,,,,,,,,,
0.692,1536652,14,-0.066,,,,,,,,,
0.661,1536686,48,-0.097,,,,,,,,,
0.657,1536708,70,-0.101,,,,,,,,,
0.68,1536710,72,-0.078,,,,,,,,,
0.724,1536693,55,-0.034,,,,,,,,,
0.772,1536663,25,0.014,,,,,,,,,
0.815,1536628,-10,0.057,,,,,,,,,
0.846,1536597,-41,0.088,,,,,,,,,
0.859,1536577,-61,0.101,,,,,,,,,
0.844,1536570,-68,0.086,,,,,,,,,
0.805,1536578,-60,0.047,,,,,,,,,
0.756,1536602,-36,-0.002,,,,,,,,,
0.709,1536635,-3,-0.049,,,,,,,,,
0.676,1536669,31,-0.082,,,,,,,,,
0.66,1536698,60,-0.098,,,,,,,,,
0.667,1536712,74,-0.091,,,,,,,,,
0.697,1536706,68,-0.061,,,,,,,,,
0.745,1536680,42,-0.013,,,,,,,,,
0.796,1536647,9,0.038,,,,,,,,,
0.835,1536612,-26,0.077,,,,,,,,,
0.854,1536586,-52,0.096,,,,,,,,,
0.852,1536572,-66,0.094,,,,,,,,,
0.827,1536572,-66,0.069,,,,,,,,,
0.784,1536588,-50,0.026,,,,,,,,,
0.733,1536617,-21,-0.025,,,,,,,,,
0.688,1536653,15,-0.07,,,,,,,,,
0.662,1536686,48,-0.096,,,,,,,,,
0.662,1536706,68,-0.096,,,,,,,,,
0.682,1536710,72,-0.076,,,,,,,,,
0.721,1536694,56,-0.037,,,,,,,,,
0.769,1536664,26,0.011,,,,,,,,,
0.817,1536628,-10,0.059,,,,,,,,,
0.851,1536597,-41,0.093,,,,,,,,,
0.858,1536576,-62,0.1,,,,,,,,,
0.84,1536570,-68,0.082,,,,,,,,,
0.804,1536579,-59,0.046,,,,,,,,,
0.759,1536601,-37,0.001,,,,,,,,,
0.712,1536634,-4,-0.046,,,,,,,,,
0.673,1536670,32,-0.085,,,,,,,,,
0.656,1536699,61,-0.102,,,,,,,,,
0.666,1536713,75,-0.092,,,,,,,,,
0.701,1536705,67,-0.057,,,,,,,,,
0.747,1536680,42,-0.011,,,,,,,,,
0.793,1536646,8,0.035,,,,,,,,,
0.833,1536612,-26,0.075,,,,,,,,,
0.857,1536586,-52,0.099,,,,,,,,,
0.855,1536571,-67,0.097,,,,,,,,,
0.827,1536572,-66,0.069,,,,,,,,,
0.781,1536589,-49,0.023,,,,,,,,,
0.732,1536618,-20,-0.026,,,,,,,,,
0.691,1536652,14,-0.067,,,,,,,,,
0.665,1536685,47,-0.093,,,,,,,,,
0.659,1536708,70,-0.099,,,,,,,,,
0.679,1536710,72,-0.079,,,,,,,,,
0.721,1536694,56,-0.037,,,,,,,,,
0.771,1536663,25,0.013,,,,,,,,,
0.817,1536628,-10,0.059,,,,,,,,,
0.847,1536596,-42,0.089,,,,,,,,,
0.856,1536577,-61,0.098,,,,,,,,,
0.843,1536570,-68,0.085,,,,,,,,,
0.808,1536579,-59,0.05,,,,,,,,,
0.759,1536602,-36,0.001,,,,,,,,,
0.709,1536635,-3,-0.049,,,,,,,,,
0.673,1536669,31,-0.085,,,,,,,,,
0.66,1536699,61,-0.098,,,,,,,,,
0.668,1536712,74,-0.09,,,,,,,,,
0.699,1536705,67,-0.059,,,,,,,,,
0.744,1536680,42,-0.014,,,,,,,,,
0.794,1536646,8,0.036,,,,,,,,,
0.836,1536611,-27,0.078,,,,,,,,,
0.856,1536585,-53,0.098,,,,,,,,,
0.852,1536572,-66,0.094,,,,,,,,,
0.826,1536573,-65,0.068,,,,,,,,,
0.784,1536589,-49,0.026,,,,,,,,,
0.735,1536617,-21,-0.023,,,,,,,,,
0.691,1536653,15,-0.067,,,,,,,,,
0.662,1536687,49,-0.096,,,,,,,,,
0.66,1536709,71,-0.098,,,,,,,,,
0.682,1536712,74,-0.076,,,,,,,,,
0.722,1536694,56,-0.036,,,,,,,,,
0.77,1536664,26,0.012,,,,,,,,,
0.815,1536628,-10,0.057,,,,,,,,,
0.849,1536596,-42,0.091,,,,,,,,,
0.859,1536576,-62,0.101,,,,,,,,,
0.843,1536569,-69,0.085,,,,,,,,,
0.804,1536578,-60,0.046,,,,,,,,,
0.758,1536602,-36,0,,,,,,,,,
0.712,1536635,-3,-0.046,,,,,,,,,
0.675,1536669,31,-0.083,,,,,,,,,
0.657,1536699,61,-0.101,,,,,,,,,
0.666,1536711,73,-0.092,,,,,,,,,
0.699,1536704,66,-0.059,,,,,,,,,
0.746,1536680,42,-0.012,,,,,,,,,
0.795,1536646,8,0.037,,,,,,,,,
0.833,1536612,-26,0.075,,,,,,,,,
0.855,1536585,-53,0.097,,,,,,,,,
0.854,1536571,-67,0.096,,,,,,,,,
0.828,1536572,-66,0.07,,,,,,,,,
0.783,1536588,-50,0.025,,,,,,,,,
0.732,1536617,-21,-0.026,,,,,,,,,
0.69,1536652,14,-0.068,,,,,,,,,
0.664,1536685,47,-0.094,,,,,,,,,
0.66,1536707,69,-0.098,,,,,,,,,
0.679,1536710,72,-0.079,,,,,,,,,
0.719,1536693,55,-0.039,,,,,,,,,
0.77,1536663,25,0.012,,,,,,,,,
0.816,1536628,-10,0.058,,,,,,,,,
0.848,1536597,-41,0.09,,,,,,,,,
0.856,1536576,-62,0.098,,,,,,,,,
0.842,1536570,-68,0.084,,,,,,,,,
0.807,1536580,-58,0.049,,,,,,,,,
0.759,1536602,-36,0.001,,,,,,,,,
0.711,1536635,-3,-0.047,,,,,,,,,
0.673,1536670,32,-0.085,,,,,,,,,
0.659,1536699,61,-0.099,,,,,,,,,
0.668,1536712,74,-0.09,,,,,,,,,
0.699,1536704,66,-0.059,,,,,,,,,
0.744,1536680,42,-0.014,,,,,,,,,
0.793,1536646,8,0.035,,,,,,,,,
0.834,1536613,-25,0.076,,,,,,,,,
0.856,1536585,-53,0.098,,,,,,,,,
0.853,1536572,-66,0.095,,,,,,,,,
0.825,1536573,-65,0.067,,,,,,,,,
0.783,1536589,-49,0.025,,,,,,,,,
0.735,1536617,-21,-0.023,,,,,,,,,
0.692,1536652,14,-0.066,,,,,,,,,
0.663,1536687,49,-0.095,,,,,,,,,
0.658,1536708,70,-0.1,,,,,,,,,
0.681,1536711,73,-0.077,,,,,,,,,
0.721,1536695,57,-0.037,,,,,,,,,
0.77,1536663,25,0.012,,,,,,,,,
0.815,1536628,-10,0.057,,,,,,,,,
0.847,1536597,-41,0.089,,,,,,,,,
0.858,1536576,-62,0.1,,,,,,,,,
0.843,1536569,-69,0.085,,,,,,,,,
0.806,1536578,-60,0.048,,,,,,,,,
0.757,1536601,-37,-0.001,,,,,,,,,
0.71,1536635,-3,-0.048,,,,,,,,,
0.675,1536670,32,-0.083,,,,,,,,,
0.659,1536699,61,-0.099,,,,,,,,,
0.667,1536713,75,-0.091,,,,,,,,,
0.697,1536703,65,-0.061,,,,,,,,,
0.745,1536680,42,-0.013,,,,,,,,,
0.794,1536645,7,0.036,,,,,,,,,
0.834,1536611,-27,0.076,,,,,,,,,
0.855,1536584,-54,0.097,,,,,,,,,
0.853,1536572,-66,0.095,,,,,,,,,
0.826,1536572,-66,0.068,,,,,,,,,
0.784,1536588,-50,0.026,,,,,,,,,
0.734,1536617,-21,-0.024,,,,,,,,,
0.689,1536653,15,-0.069,,,,,,,,,
0.662,1536685,47,-0.096,,,,,,,,,
0.66,1536707,69,-0.098,,,,,,,,,
0.681,1536711,73,-0.077,,,,,,,,,
0.72,1536695,57,-0.038,,,,,,,,,
0.768,1536663,25,0.01,,,,,,,,,
0.815,1536628,-10,0.057,,,,,,,,,
0.849,1536598,-40,0.091,,,,,,,,,
0.858,1536576,-62,0.1,,,,,,,,,
0.841,1536570,-68,0.083,,,,,,,,,
0.805,1536580,-58,0.047,,,,,,,,,
0.759,1536602,-36,0.001,,,,,,,,,
0.712,1536635,-3,-0.046,,,,,,,,,
0.675,1536670,32,-0.083,,,,,,,,,
0.657,1536699,61,-0.101,,,,,,,,,
0.666,1536712,74,-0.092,,,,,,,,,
0.7,1536705,67,-0.058,,,,,,,,,
0.746,1536680,42,-0.012,,,,,,,,,
0.792,1536646,8,0.034,,,,,,,,,
0.832,1536612,-26,0.074,,,,,,,,,
0.856,1536586,-52,0.098,,,,,,,,,
0.855,1536572,-66,0.097,,,,,,,,,
0.828,1536572,-66,0.07,,,,,,,,,
0.782,1536588,-50,0.024,,,,,,,,,
0.733,1536617,-21,-0.025,,,,,,,,,
0.691,1536654,16,-0.067,,,,,,,,,
0.665,1536686,48,-0.093,,,,,,,,,
0.66,1536708,70,-0.098,,,,,,,,,
0.679,1536711,73,-0.079,,,,,,,,,
0.72,1536695,57,-0.038,,,,,,,,,
0.77,1536663,25,0.012,,,,,,,,,
0.817,1536628,-10,0.059,,,,,,,,,
0.848,1536597,-41,0.09,,,,,,,,,
0.858,1536576,-62,0.1,,,,,,,,,
0.842,1536569,-69,0.084,,,,,,,,,
0.809,1536579,-59,0.051,,,,,,,,,
0.759,1536601,-37,0.001,,,,,,,,,
0.711,1536635,-3,-0.047,,,,,,,,,
0.674,1536670,32,-0.084,,,,,,,,,
0.658,1536699,61,-0.1,,,,,,,,,
0.667,1536712,74,-0.091,,,,,,,,,
0.698,1536705,67,-0.06,,,,,,,,,
0.744,1536680,42,-0.014,,,,,,,,,
0.793,1536646,8,0.035,,,,,,,,,
0.835,1536612,-26,0.077,,,,,,,,,
0.857,1536585,-53,0.099,,,,,,,,,
0.853,1536571,-67,0.095,,,,,,,,,
0.826,1536572,-66,0.068,,,,,,,,,
0.784,1536588,-50,0.026,,,,,,,,,
0.735,1536617,-21,-0.023,,,,,,,,,
0.691,1536653,15,-0.067,,,,,,,,,
0.663,1536685,47,-0.095,,,,,,,,,
0.658,1536709,71,-0.1,,,,,,,,,
0.681,1536710,72,-0.077,,,,,,,,,
0.721,1536693,55,-0.037,,,,,,,,,
0.769,1536663,25,0.011,,,,,,,,,
0.814,1536628,-10,0.056,,,,,,,,,
0.847,1536598,-40,0.089,,,,,,,,,
0.859,1536576,-62,0.101,,,,,,,,,
0.844,1536570,-68,0.086,,,,,,,,,
0.806,1536579,-59,0.048,,,,,,,,,
0.758,1536602,-36,0,,,,,,,,,
0.712,1536634,-4,-0.046,,,,,,,,,
0.676,1536669,31,-0.082,,,,,,,,,
0.659,1536699,61,-0.099,,,,,,,,,
0.666,1536712,74,-0.092,,,,,,,,,
0.697,1536705,67,-0.061,,,,,,,,,
0.745,1536680,42,-0.013,,,,,,,,,
0.794,1536647,9,0.036,,,,,,,,,
0.833,1536612,-26,0.075,,,,,,,,,
0.855,1536586,-52,0.097,,,,,,,,,
0.853,1536572,-66,0.095,,,,,,,,,
0.828,1536572,-66,0.07,,,,,,,,,
0.785,1536589,-49,0.027,,,,,,,,,
0.734,1536617,-21,-0.024,,,,,,,,,
0.69,1536653,15,-0.068,,,,,,,,,
0.664,1536687,49,-0.094,,,,,,,,,
0.661,1536708,70,-0.097,,,,,,,,,
0.68,1536711,73,-0.078,,,,,,,,,
0.719,1536695,57,-0.039,,,,,,,,,
0.768,1536663,25,0.01,,,,,,,,,
0.816,1536628,-10,0.058,,,,,,,,,
0.849,1536597,-41,0.091,,,,,,,,,
0.858,1536576,-62,0.1,,,,,,,,,
0.841,1536570,-68,0.083,,,,,,,,,
0.806,1536579,-59,0.048,,,,,,,,,
0.76,1536602,-36,0.002,,,,,,,,,
0.712,1536634,-4,-0.046,,,,,,,,,
0.674,1536670,32,-0.084,,,,,,,,,
0.657,1536699,61,-0.101,,,,,,,,,
0.667,1536712,74,-0.091,,,,,,,,,
0.699,1536705,67,-0.059,,,,,,,,,
0.744,1536680,42,-0.014,,,,,,,,,
0.792,1536645,7,0.034,,,,,,,,,
0.832,1536611,-27,0.074,,,,,,,,,
0.856,1536585,-53,0.098,,,,,,,,,
0.855,1536571,-67,0.097,,,,,,,,,
0.827,1536572,-66,0.069,,,,,,,,,
0.782,1536589,-49,0.024,,,,,,,,,
0.734,1536617,-21,-0.024,,,,,,,,,
0.693,1536651,13,-0.065,,,,,,,,,
0.665,1536686,48,-0.093,,,,,,,,,
0.658,1536707,69,-0.1,,,,,,,,,
0.678,1536710,72,-0.08,,,,,,,,,
0.72,1536694,56,-0.038,,,,,,,,,
0.77,1536663,25,0.012,,,,,,,,,
0.815,1536628,-10,0.057,,,,,,,,,
0.846,1536598,-40,0.088,,,,,,,,,
0.857,1536576,-62,0.099,,,,,,,,,
0.844,1536569,-69,0.086,,,,,,,,,
0.808,1536579,-59,0.05,,,,,,,,,
0.759,1536602,-36,0.001,,,,,,,,,
0.71,1536634,-4,-0.048,,,,,,,,,
0.676,1536670,32,-0.082,,,,,,,,,
0.66,1536699,61,-0.098,,,,,,,,,
0.667,1536713,75,-0.091,,,,,,,,,
0.696,1536705,67,-0.062,,,,,,,,,
0.743,1536680,42,-0.015,,,,,,,,,
0.793,1536646,8,0.035,,,,,,,,,
0.835,1536612,-26,0.077,,,,,,,,,
0.855,1536585,-53,0.097,,,,,,,,,
0.852,1536571,-67,0.094,,,,,,,,,
0.827,1536572,-66,0.069,,,,,,,,,
0.785,1536589,-49,0.027,,,,,,,,,
0.737,1536617,-21,-0.021,,,,,,,,,
0.69,1536653,15,-0.068,,,,,,,,,
0.662,1536685,47,-0.096,,,,,,,,,
0.66,1536707,69,-0.098,,,,,,,,,
0.681,1536710,72,-0.077,,,,,,,,,
0.721,1536693,55,-0.037,,,,,,,,,
0.767,1536664,26,0.009,,,,,,,,,
0.814,1536628,-10,0.056,,,,,,,,,
0.848,1536597,-41,0.09,,,,,,,,,
0.859,1536576,-62,0.101,,,,,,,,,
0.842,1536569,-69,0.084,,,,,,,,,
0.805,1536579,-59,0.047,,,,,,,,,
0.76,1536602,-36,0.002,,,,,,,,,
0.714,1536635,-3,-0.044,,,,,,,,,
0.676,1536669,31,-0.082,,,,,,,,,
0.657,1536699,61,-0.101,,,,,,,,,
0.664,1536713,75,-0.094,,,,,,,,,
0.699,1536704,66,-0.059,,,,,,,,,
0.745,1536680,42,-0.013,,,,,,,,,
0.793,1536646,8,0.035,,,,,,,,,
0.831,1536612,-26,0.073,,,,,,,,,
0.855,1536586,-52,0.097,,,,,,,,,
0.855,1536572,-66,0.097,,,,,,,,,
0.828,1536572,-66,0.07,,,,,,,,,
0.783,1536588,-50,0.025,,,,,,,,,
0.733,1536617,-21,-0.025,,,,,,,,,
0.692,1536653,15,-0.066,,,,,,,,,
0.665,1536685,47,-0.093,,,,,,,,,
0.66,1536708,70,-0.098,,,,,,,,,
0.678,1536710,72,-0.08,,,,,,,,,
0.718,1536695,57,-0.04,,,,,,,,,
0.77,1536663,25,0.012,,,,,,,,,
0.816,1536628,-10,0.058,,,,,,,,,
0.847,1536597,-41,0.089,,,,,,,,,
0.856,1536576,-62,0.098,,,,,,,,,
0.843,1536570,-68,0.085,,,,,,,,,
0.809,1536580,-58,0.051,,,,,,,,,
0.762,1536602,-36,0.004,,,,,,,,,
0.71,1536634,-4,-0.048,,,,,,,,,
0.674,1536670,32,-0.084,,,,,,,,,
0.659,1536698,60,-0.099,,,,,,,,,
0.669,1536713,75,-0.089,,,,,,,,,
0.698,1536705,67,-0.06,,,,,,,,,
0.741,1536680,42,-0.017,,,,,,,,,
0.792,1536646,8,0.034,,,,,,,,,
0.834,1536612,-26,0.076,,,,,,,,,
0.857,1536586,-52,0.099,,,,,,,,,
0.852,1536572,-66,0.094,,,,,,,,,
0.826,1536572,-66,0.068,,,,,,,,,
0.785,1536588,-50,0.027,,,,,,,,,
0.738,1536617,-21,-0.02,,,,,,,,,
0.693,1536653,15,-0.065,,,,,,,,,
0.662,1536686,48,-0.096,,,,,,,,,
0.658,1536708,70,-0.1,,,,,,,,,
0.681,1536710,72,-0.077,,,,,,,,,
0.722,1536694,56,-0.036,,,,,,,,,
0.768,1536663,25,0.01,,,,,,,,,
0.813,1536628,-10,0.055,,,,,,,,,
0.846,1536597,-41,0.088,,,,,,,,,
0.86,1536576,-62,0.102,,,,,,,,,
0.845,1536570,-68,0.087,,,,,,,,,
0.805,1536579,-59,0.047,,,,,,,,,
0.758,1536602,-36,0,,,,,,,,,
0.712,1536634,-4,-0.046,,,,,,,,,
0.677,1536670,32,-0.081,,,,,,,,,
0.658,1536700,62,-0.1,,,,,,,,,
